run_id,record_id,source_type,rule_hit,rule_name,rule_severity,rule_reason,anomaly_score,anomaly_threshold,anomaly_model,anomaly_version,is_anomaly,anomaly_reason,is_unknown,osr_method,osr_reason,osr_pred_label,osr_final_label,osr_max_prob,osr_prob_threshold,osr_distance,osr_distance_threshold,osr_reject_reason,final_label,stage,confidence,risk_score,raw_text
external_unknown_20260511_064646,apache_1,apache_log,0,,,no apache rule matched,0.95,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.3363; cluster=-1; cluster_size=22; noise_point=-1; heuristic=long_query=130; encoded_tokens=8; special_tokens=6,0,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""benign"", ""max_prob"": 0.7326784729957581, ""dist_to_pred_centroid"": 3.92708683013916, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 0, ""reject_reason"": ""accepted"", ""engine_ready"": true, ""engine_error"": """"}",benign,benign,0.7326784729957581,0.5398888796567917,3.92708683013916,4.467410373687743,accepted,suspicious,anomaly,0.75,0.95,"172.20.0.1 - - [10/May/2026:22:00:00 +0800] ""GET /tienda1/publico/anadir.jsp?id=2&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&B1=A%F1adir+al+carrito HTTP/1.1"" 200 800 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_2,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.3363; cluster=0; cluster_size=53; cluster_normal=1; heuristic=special_tokens=6,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.4128684401512146, ""dist_to_pred_centroid"": 5.745693206787109, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.4128684401512146,0.5398888796567917,5.745693206787109,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.4128684401512146,0.85,"172.20.0.2 - - [10/May/2026:22:00:01 +0800] ""POST /tienda1/publico/anadir.jsp HTTP/1.1"" 200 801 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_3,apache_log,0,,,no apache rule matched,0.78,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.3363; cluster=1; cluster_size=7; minority_cluster=1; heuristic=special_tokens=6,0,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""benign"", ""max_prob"": 0.6825138330459595, ""dist_to_pred_centroid"": 4.261380195617676, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 0, ""reject_reason"": ""accepted"", ""engine_ready"": true, ""engine_error"": """"}",benign,benign,0.6825138330459595,0.5398888796567917,4.261380195617676,4.467410373687743,accepted,suspicious,anomaly,0.75,0.78,"172.20.0.3 - - [10/May/2026:22:00:02 +0800] ""GET /tienda1/publico/anadir.jsp?id=2%2F&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=49&B1=A%F1adir+al+carrito HTTP/1.1"" 200 802 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_4,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.3363; cluster=0; cluster_size=53; cluster_normal=1; heuristic=special_tokens=6,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.4128684401512146, ""dist_to_pred_centroid"": 5.745693206787109, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.4128684401512146,0.5398888796567917,5.745693206787109,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.4128684401512146,0.85,"172.20.0.4 - - [10/May/2026:22:00:03 +0800] ""POST /tienda1/publico/anadir.jsp HTTP/1.1"" 200 803 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_5,apache_log,0,,,no apache rule matched,0.95,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.3363; cluster=-1; cluster_size=22; noise_point=-1; heuristic=special_tokens=6,1,textcnn_osr_hardneg75,"{""pred_label"": ""suspicious_path_probe"", ""final_label"": ""unknown"", ""max_prob"": 0.46971777081489563, ""dist_to_pred_centroid"": 5.2944464683532715, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 5.560724353790283, ""is_unknown"": 1, ""reject_reason"": ""low_confidence"", ""engine_ready"": true, ""engine_error"": """"}",suspicious_path_probe,unknown,0.46971777081489563,0.5398888796567917,5.2944464683532715,5.560724353790283,low_confidence,unknown,osr,0.46971777081489563,0.95,"172.20.0.5 - - [10/May/2026:22:00:04 +0800] ""GET /asf-logo-wide.gif~ HTTP/1.1"" 200 804 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_6,apache_log,0,,,no apache rule matched,0.95,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.3363; cluster=-1; cluster_size=22; noise_point=-1; heuristic=long_query=102; encoded_tokens=8; special_tokens=6,0,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""benign"", ""max_prob"": 0.8155772686004639, ""dist_to_pred_centroid"": 4.230128765106201, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 0, ""reject_reason"": ""accepted"", ""engine_ready"": true, ""engine_error"": """"}",benign,benign,0.8155772686004639,0.5398888796567917,4.230128765106201,4.467410373687743,accepted,suspicious,anomaly,0.75,0.95,"172.20.0.6 - - [10/May/2026:22:00:05 +0800] ""GET /tienda1/publico/autenticar.jsp?modo=entrar&login=bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org&pwd=84m3ri156&remember=on&B1=Entrar HTTP/1.1"" 200 805 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_7,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.3363; cluster=0; cluster_size=53; cluster_normal=1; heuristic=special_tokens=6,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.45388346910476685, ""dist_to_pred_centroid"": 5.694221496582031, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.45388346910476685,0.5398888796567917,5.694221496582031,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.45388346910476685,0.85,"172.20.0.7 - - [10/May/2026:22:00:06 +0800] ""POST /tienda1/publico/autenticar.jsp HTTP/1.1"" 200 806 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_8,apache_log,0,,,no apache rule matched,0.78,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.3363; cluster=2; cluster_size=3; minority_cluster=1; heuristic=special_tokens=6,0,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""benign"", ""max_prob"": 0.8051890730857849, ""dist_to_pred_centroid"": 4.033979892730713, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 0, ""reject_reason"": ""accepted"", ""engine_ready"": true, ""engine_error"": """"}",benign,benign,0.8051890730857849,0.5398888796567917,4.033979892730713,4.467410373687743,accepted,suspicious,anomaly,0.75,0.78,"172.20.0.8 - - [10/May/2026:22:00:07 +0800] ""GET /tienda1/publico/autenticar.jsp?modo=entrar&login=grimshaw&pwd=G%2F%2FlAc%2CIAr&remember=on&B1=Entrar HTTP/1.1"" 200 807 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_9,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.3363; cluster=0; cluster_size=53; cluster_normal=1; heuristic=special_tokens=6,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.45388346910476685, ""dist_to_pred_centroid"": 5.694221496582031, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.45388346910476685,0.5398888796567917,5.694221496582031,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.45388346910476685,0.85,"172.20.0.9 - - [10/May/2026:22:00:08 +0800] ""POST /tienda1/publico/autenticar.jsp HTTP/1.1"" 200 808 ""-"" ""Mozilla/5.0"""
external_unknown_20260511_064646,apache_10,apache_log,0,,,no apache rule matched,0.95,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.3363; cluster=-1; cluster_size=22; noise_point=-1; heuristic=special_tokens=6,0,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""benign"", ""max_prob"": 0.8326894640922546, ""dist_to_pred_centroid"": 3.903508186340332, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 0, ""reject_reason"": ""accepted"", ""engine_ready"": true, ""engine_error"": """"}",benign,benign,0.8326894640922546,0.5398888796567917,3.903508186340332,4.467410373687743,accepted,suspicious,anomaly,0.75,0.95,"172.20.0.10 - - [10/May/2026:22:00:09 +0800] ""GET /tienda1/publico/autenticar.jsp?modo=entrar&login=grimshaw&pwd=84m3ri156&rememberA=on&B1=Entrar HTTP/1.1"" 200 809 ""-"" ""Mozilla/5.0"""
