run_id,record_id,source_type,rule_hit,rule_name,rule_severity,rule_reason,anomaly_score,anomaly_threshold,anomaly_model,anomaly_version,is_anomaly,anomaly_reason,is_unknown,osr_method,osr_reason,osr_pred_label,osr_final_label,osr_max_prob,osr_prob_threshold,osr_distance,osr_distance_threshold,osr_reject_reason,final_label,stage,confidence,risk_score,raw_text,llm_severity,llm_details,llm_cve,llm_owasp,llm_recommendation
custom_20260511_070343,apache_1,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=0; cluster_size=90; cluster_normal=1; heuristic=special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.5161362290382385, ""dist_to_pred_centroid"": 5.341831684112549, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.5161362290382385,0.5398888796567917,5.341831684112549,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.5161362290382385,0.85,"51.222.253.14 - - [22/Oct/2021:02:28:56 -0700] ""GET /Datasets%20Description/Network/ftp.html HTTP/1.1"" 200 1486 ""-"" ""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"" ",low,该请求为获取网络数据集描述页面，无可疑的攻击行为。请求来源为 AhrefsBot，是一个合法的爬虫工具，用于抓取网页进行数据分析。,,A3:2017 - 暴露（敏感）数据; A6:2017 - 攻击应用程序级别的漏洞（如SQL注入）,可以允许该请求正常处理。如果需要对网站进行更严格的安全措施，可以考虑限制 AhrefsBot 的访问权限。
custom_20260511_070343,apache_2,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=0; cluster_size=90; cluster_normal=1; heuristic=special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.5382465124130249, ""dist_to_pred_centroid"": 5.1251091957092285, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.5382465124130249,0.5398888796567917,5.1251091957092285,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.5382465124130249,0.85,"51.222.253.5 - - [22/Oct/2021:02:47:52 -0700] ""GET /Datasets%20Description/Network/ssl.html HTTP/1.1"" 200 1541 ""-"" ""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"" ",low,请求来自 51.222.253.5 的 IP 地址，使用 GET 方法请求了 ssl.html 页面，该页面可能提供与加密相关的信息。由于该请求被归类为未知，可能存在未知的风险。,,A7:2017-XXE; A8:2017-SQL Injection; A9:2017-Server Side Include (SSI) Injection; A10:2017-Broken Authentication; A1:2017-Injection; A2:2017-Sensitive Information Disclosure; A3:2017-Broken Access Control; A4:2017- Cross-Site Scripting (XSS); A5:2017-Insecure Deserialization,建议进行进一步的安全审计和风险评估，以确定是否存在潜在的安全漏洞。同时，监控和限制对敏感文件的访问，确保服务器安全配置。
custom_20260511_070343,apache_3,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=1; cluster_size=128; cluster_normal=1; heuristic=special_tokens=6,1,textcnn_osr_hardneg75,"{""pred_label"": ""suspicious_path_probe"", ""final_label"": ""unknown"", ""max_prob"": 0.4853888154029846, ""dist_to_pred_centroid"": 6.245889663696289, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 5.560724353790283, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",suspicious_path_probe,unknown,0.4853888154029846,0.5398888796567917,6.245889663696289,5.560724353790283,low_confidence+far_from_centroid,unknown,osr,0.4853888154029846,0.85,"49.7.20.128 - - [22/Oct/2021:02:49:49 -0700] ""GET / HTTP/1.1"" 200 13149 ""-"" ""Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"" ",low,该 HTTP 请求显示了一个来自搜狗爬虫的获取网站资源的请求，但由于没有匹配到特定的 Apache 规则，被标记为未知风险。,,A3:2017-Sensitive Data Exposure; A6:2017-Security Misconfiguration,建议更新 Apache 规则以更好地处理类似请求，并监控搜狗爬虫的行为，以防止未授权的数据访问或配置错误。同时，确保服务器配置安全，避免敏感信息泄露。
custom_20260511_070343,apache_4,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=1; cluster_size=128; cluster_normal=1; heuristic=special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""suspicious_path_probe"", ""final_label"": ""unknown"", ""max_prob"": 0.4853888154029846, ""dist_to_pred_centroid"": 6.245889663696289, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 5.560724353790283, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",suspicious_path_probe,unknown,0.4853888154029846,0.5398888796567917,6.245889663696289,5.560724353790283,low_confidence+far_from_centroid,unknown,osr,0.4853888154029846,0.85,"116.86.203.45 - - [22/Oct/2021:02:50:49 -0700] ""GET / HTTP/1.1"" 200 13186 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"" ",low,请求地址为 /，这是一个常见的 Web 应用程序探针行为，但在此情况下未被识别为恶意活动。,,A3:2017: Sensitive Data Exposure; A5:2017: Cross-Signed Security,建议检查服务器配置，确保未知请求不会被拦截。同时，可以考虑增加对常见探针路径的监控规则，以提高安全性。
custom_20260511_070343,apache_5,apache_log,0,,,no apache rule matched,0.35,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=2; cluster_size=151; cluster_normal=1; heuristic=status=404; special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.4169871509075165, ""dist_to_pred_centroid"": 5.963250637054443, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.4169871509075165,0.5398888796567917,5.963250637054443,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.4169871509075165,0.85,"116.86.203.45 - - [22/Oct/2021:02:50:49 -0700] ""GET /css/style.css HTTP/1.1"" 404 305 ""http://www.secrepo.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"" ",low,该 HTTP 请求为对资源 /css/style.css 的访问请求，返回了 404 错误状态码，表明该资源不存在。这种情况通常是合法的，可能是因为网站内容已被迁移或资源已被删除。没有明显的恶意行为迹象。,,A3:2017 - Sensitive Data Exposure; A6:2017 - Security Misconfiguration,建议进行日志记录和监控，以便检测到未来可能的恶意请求。同时，确保网站资源的正确配置，避免因配置错误导致的资源不可用。
custom_20260511_070343,apache_6,apache_log,0,,,no apache rule matched,0.78,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.1500; cluster=3; cluster_size=25; minority_cluster=1; heuristic=special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""suspicious_path_probe"", ""final_label"": ""unknown"", ""max_prob"": 0.3592711091041565, ""dist_to_pred_centroid"": 6.137630462646484, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 5.560724353790283, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",suspicious_path_probe,unknown,0.3592711091041565,0.5398888796567917,6.137630462646484,5.560724353790283,low_confidence+far_from_centroid,unknown,osr,0.3592711091041565,0.85,"116.86.203.45 - - [22/Oct/2021:02:50:49 -0700] ""GET /twitter-icon.png HTTP/1.1"" 200 27916 ""http://www.secrepo.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"" ",medium,该请求尝试访问了/twitter-icon.png文件，尽管返回了200 OK状态码，但该路径可能是用于探测系统是否存在某些漏洞或配置的恶意请求。,,A1:2017 - 漏洞扫描; A2:2017 - 恶意输入; A3:2017 - 恶意文件上传; A4:2017 - 恶意文件执行; A5:2017 - 恶意文件提取; A6:2017 - 恶意文件存储; A7:2017 - 恶意文件检索,建议审查系统中的访问控制策略，确保只有授权的用户才能访问敏感文件或目录。此外，可以考虑实施 WAF（Web 应用防火墙）规则以阻止类似的恶意请求。
custom_20260511_070343,apache_7,apache_log,0,,,no apache rule matched,0.78,0.68,webhawk_pca_dbscan,midterm-0.3,1,backend=webhawk_core; eps=0.1500; cluster=4; cluster_size=22; minority_cluster=1; heuristic=special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""command_exec"", ""final_label"": ""unknown"", ""max_prob"": 0.3487485349178314, ""dist_to_pred_centroid"": 4.2376017570495605, ""prob_threshold"": 0.75, ""class_distance_threshold"": 2.8727237254381177, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",command_exec,unknown,0.3487485349178314,0.75,4.2376017570495605,2.8727237254381177,low_confidence+far_from_centroid,unknown,osr,0.3487485349178314,0.85,"116.86.203.45 - - [22/Oct/2021:02:50:49 -0700] ""GET /GitHub-Mark.png HTTP/1.1"" 200 7556 ""http://www.secrepo.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"" ",low,请求来源 IP 为 116.86.203.45，GET 请求访问了 /GitHub-Mark.png 资源，响应状态码为 200，可能是合法用户访问资源，未检测到高危行为。,,OWASP 1; OWASP 2,继续监控该 IP 的访问行为，确保没有异常攻击。建议对服务器进行常规安全扫描，确保没有未授权访问漏洞。
custom_20260511_070343,apache_8,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=2; cluster_size=151; cluster_normal=1; heuristic=special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.47987058758735657, ""dist_to_pred_centroid"": 5.096369743347168, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.47987058758735657,0.5398888796567917,5.096369743347168,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.47987058758735657,0.85,"116.86.203.45 - - [22/Oct/2021:02:50:50 -0700] ""GET /bootstrap/img/favicon.ico HTTP/1.1"" 200 690 ""http://www.secrepo.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36"" ",low,该请求是对一个合法的网站进行的正常请求，未发现任何可疑行为。请求内容包括访问了一个合法的 favicon.ico 文件，这是一个常见的正常请求。,,A7:2017-信息泄露; A8:2017-缺失功能,继续监控此 IP 地址的网络流量，确保没有其他异常行为。同时，对系统进行常规的安全检查，防止潜在的漏洞被利用。
custom_20260511_070343,apache_9,apache_log,0,,,no apache rule matched,0.25,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=0; cluster_size=90; cluster_normal=1; heuristic=long_path=47; special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""benign"", ""final_label"": ""unknown"", ""max_prob"": 0.5160090923309326, ""dist_to_pred_centroid"": 5.130051612854004, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 4.467410373687743, ""is_unknown"": 1, ""reject_reason"": ""low_confidence+far_from_centroid"", ""engine_ready"": true, ""engine_error"": """"}",benign,unknown,0.5160090923309326,0.5398888796567917,5.130051612854004,4.467410373687743,low_confidence+far_from_centroid,unknown,osr,0.5160090923309326,0.85,"51.222.253.10 - - [22/Oct/2021:02:57:01 -0700] ""GET /Datasets%20Description/PE_malware/OPCleaver.html HTTP/1.1"" 200 1414 ""-"" ""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"" ",low,该 HTTP 请求是对一个合法的网站页面进行正常的 HTTP GET 请求，请求的 URL 是一个描述性的页面，没有明显的恶意意图。请求头中包含了合法的 AhrefsBot 用户代理字符串，表示这是一个合法的爬虫行为。,,A3:2017-Sensitive Data Exposure; A6:2017-Security Misconfiguration,建议继续监控该 IP 地址的访问行为，确保其不再进行任何恶意活动。同时，可以考虑在服务器日志中对相似的请求进行记录和监控，以便在未来发现潜在的攻击行为时能够及时响应。
custom_20260511_070343,apache_10,apache_log,0,,,no apache rule matched,0.15,0.68,webhawk_pca_dbscan,midterm-0.3,0,backend=webhawk_core; eps=0.1500; cluster=2; cluster_size=151; cluster_normal=1; heuristic=special_tokens=8,1,textcnn_osr_hardneg75,"{""pred_label"": ""suspicious_path_probe"", ""final_label"": ""unknown"", ""max_prob"": 0.4417332410812378, ""dist_to_pred_centroid"": 5.346417427062988, ""prob_threshold"": 0.5398888796567917, ""class_distance_threshold"": 5.560724353790283, ""is_unknown"": 1, ""reject_reason"": ""low_confidence"", ""engine_ready"": true, ""engine_error"": """"}",suspicious_path_probe,unknown,0.4417332410812378,0.5398888796567917,5.346417427062988,5.560724353790283,low_confidence,unknown,osr,0.4417332410812378,0.85,"157.55.39.24 - - [22/Oct/2021:03:01:19 -0700] ""GET /self.logs/access.log.2017-03-14.gz HTTP/1.1"" 301 543 ""-"" ""Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"" ",medium,该请求尝试访问了 /self.logs/access.log.2017-03-14.gz 文件，这可能是为了获取服务器日志信息，从而了解服务器的安全状况和潜在漏洞，为后续攻击做准备。,,A3:2017-Sensitive Data Exposure; A6:2017-Security Misconfiguration,"1. 禁止对日志文件的直接访问，确保日志文件的权限设置正确，只允许管理员等特定用户访问。
2. 定期检查服务器日志，及时发现并修复潜在的安全漏洞。
3. 加固服务器的安全配置，确保没有不必要的服务开启，及时更新服务器软件和插件，修复已知漏洞。"
