row_idx,text,pred_label,max_prob,prob_threshold,dist_to_pred_centroid,class_distance_threshold,is_unknown,final_label,reject_reason,unknown_pool_type,auto_pool_reason,manual_pool,manual_true_label,notes,path
63,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7533 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",benign,0.6121730804443359,0.6156849563121796,5.351927280426025,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/GitHub-Mark.png
64,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27893 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",benign,0.5934670567512512,0.6156849563121796,5.24959659576416,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/twitter-icon.png
65,"GET /bootstrap/img/favicon.ico HTTP/1.1 STATUS=200 BYTES=713 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",benign,0.5963469743728638,0.6156849563121796,5.469422817230225,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/bootstrap/img/favicon.ico
95,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7556 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0,gzip(gfe)""",benign,0.5248469114303589,0.6156849563121796,5.629185676574707,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/GitHub-Mark.png
96,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27916 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0,gzip(gfe)""",benign,0.4984128475189209,0.6156849563121796,5.457247734069824,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/twitter-icon.png
97,"GET /bootstrap/img/favicon.ico HTTP/1.1 STATUS=200 BYTES=713 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0,gzip(gfe)""",benign,0.5262460112571716,0.6156849563121796,5.618788719177246,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/bootstrap/img/favicon.ico
99,"GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1 STATUS=200 BYTES=78880 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",benign,0.5242781639099121,0.6156849563121796,6.104105472564697,5.838057994842529,1,unknown,low_confidence+far_from_centroid,needs_review,uncertain,ood_benign,benign,downloadable dataset/log resource; distribution-shift benign,/Security-Data-Analysis/Lab_1/conn.log.zip
101,"GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1 STATUS=206 BYTES=447 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",benign,0.4684975445270538,0.6156849563121796,6.364883899688721,5.838057994842529,1,unknown,low_confidence+far_from_centroid,needs_review,uncertain,ood_benign,benign,downloadable dataset/log resource; distribution-shift benign,/Security-Data-Analysis/Lab_1/conn.log.zip
102,"GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1 STATUS=206 BYTES=78880 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",benign,0.4692809283733368,0.6156849563121796,6.353158473968506,5.838057994842529,1,unknown,low_confidence+far_from_centroid,needs_review,uncertain,ood_benign,benign,downloadable dataset/log resource; distribution-shift benign,/Security-Data-Analysis/Lab_1/conn.log.zip
103,"GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1 STATUS=206 BYTES=447 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",benign,0.4684975445270538,0.6156849563121796,6.364883899688721,5.838057994842529,1,unknown,low_confidence+far_from_centroid,needs_review,uncertain,ood_benign,benign,downloadable dataset/log resource; distribution-shift benign,/Security-Data-Analysis/Lab_1/conn.log.zip
104,"GET /Security-Data-Analysis/Lab_1/conn.log.zip HTTP/1.1 STATUS=200 BYTES=78880 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",benign,0.5242781639099121,0.6156849563121796,6.104105472564697,5.838057994842529,1,unknown,low_confidence+far_from_centroid,needs_review,uncertain,ood_benign,benign,downloadable dataset/log resource; distribution-shift benign,/Security-Data-Analysis/Lab_1/conn.log.zip
107,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7556 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:78.0) Gecko/20100101 Firefox/78.0""",benign,0.581573486328125,0.6156849563121796,5.288527488708496,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/GitHub-Mark.png
108,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27916 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:78.0) Gecko/20100101 Firefox/78.0""",benign,0.5647561550140381,0.6156849563121796,5.051795482635498,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/twitter-icon.png
115,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27893 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0""",benign,0.499417096376419,0.6156849563121796,5.335513114929199,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/twitter-icon.png
116,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7556 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0""",benign,0.5190090537071228,0.6156849563121796,5.477080345153809,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/GitHub-Mark.png
118,"GET /tg/a.zip HTTP/1.1 STATUS=200 BYTES=66189448 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0""",benign,0.4506343603134155,0.6156849563121796,5.786597728729248,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,downloadable dataset/log resource; distribution-shift benign,/tg/a.zip
121,"GET /favicon.ico HTTP/1.1 STATUS=304 BYTES=261 UA=""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36""",benign,0.5366606712341309,0.6156849563121796,6.0595383644104,5.838057994842529,1,unknown,low_confidence+far_from_centroid,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/favicon.ico
127,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27916 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""",benign,0.5483189821243286,0.6156849563121796,5.3682966232299805,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/twitter-icon.png
129,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7556 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""",benign,0.5826343894004822,0.6156849563121796,5.574901103973389,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/GitHub-Mark.png
165,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27916 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36""",benign,0.518129825592041,0.6156849563121796,5.622493743896484,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/twitter-icon.png
166,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7556 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36""",benign,0.5456563830375671,0.6156849563121796,5.798810958862305,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/GitHub-Mark.png
167,"GET /bootstrap/img/favicon.ico HTTP/1.1 STATUS=200 BYTES=713 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36""",benign,0.5418524742126465,0.6156849563121796,5.779497623443604,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/bootstrap/img/favicon.ico
171,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=305 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",benign,0.4517264068126678,0.6156849563121796,6.138336658477783,5.838057994842529,1,unknown,low_confidence+far_from_centroid,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/css/style.css
172,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7533 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",benign,0.6121731400489807,0.6156849563121796,5.351927280426025,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/GitHub-Mark.png
173,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27916 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",benign,0.5795320272445679,0.6156849563121796,5.21495532989502,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/twitter-icon.png
189,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=250 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:93.0) Gecko/20100101 Firefox/93.0""",benign,0.4383845627307892,0.6156849563121796,5.785309314727783,5.838057994842529,1,unknown,low_confidence,needs_review,uncertain,ood_benign,benign,static asset or site resource outside training distribution,/css/style.css
