row_idx,text,pred_label,max_prob,prob_threshold,dist_to_pred_centroid,class_distance_threshold,is_unknown,final_label,reject_reason
0,"GET /Datasets Description/Network/ftp.html HTTP/1.1 STATUS=200 BYTES=1486 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",benign,0.6383579969406128,0.6156849563121796,4.258923530578613,5.838057994842529,0,benign,accepted
1,"GET /Datasets Description/Network/ssl.html HTTP/1.1 STATUS=200 BYTES=1541 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",benign,0.6350485682487488,0.6156849563121796,4.340926170349121,5.838057994842529,0,benign,accepted
2,"GET / HTTP/1.1 STATUS=200 BYTES=13149 UA=""Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)""",benign,0.5785744190216064,0.6156849563121796,3.898143768310547,5.838057994842529,1,unknown,low_confidence
3,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=305 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.6469966769218445,0.6156849563121796,2.709019422531128,2.5731252253055574,1,unknown,far_from_centroid
4,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27916 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.49789154529571533,0.6156849563121796,3.628477096557617,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
5,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7556 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.4842923581600189,0.6156849563121796,3.8091554641723633,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
6,"GET /bootstrap/img/favicon.ico HTTP/1.1 STATUS=200 BYTES=690 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.4849080741405487,0.6156849563121796,3.765854835510254,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
7,"GET /Datasets Description/PE_malware/OPCleaver.html HTTP/1.1 STATUS=200 BYTES=1414 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",benign,0.5946983098983765,0.6156849563121796,4.539223670959473,5.838057994842529,1,unknown,low_confidence
8,"GET /self.logs/access.log.2017-03-14.gz HTTP/1.1 STATUS=301 BYTES=543 UA=""Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)""",benign,0.4919740855693817,0.6156849563121796,4.841362953186035,5.838057994842529,1,unknown,low_confidence
9,"GET /Datasets Description/Network/dns.html HTTP/1.1 STATUS=200 BYTES=1499 UA=""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)""",benign,0.6303227543830872,0.6156849563121796,4.270095348358154,5.838057994842529,0,benign,accepted
