row_idx,text,pred_label,max_prob,prob_threshold,dist_to_pred_centroid,class_distance_threshold,is_unknown,final_label,reject_reason
0,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=305 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.6469966769218445,0.6156849563121796,2.709019422531128,2.5731252253055574,1,unknown,far_from_centroid
1,"GET /twitter-icon.png HTTP/1.1 STATUS=200 BYTES=27916 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.49789154529571533,0.6156849563121796,3.628477096557617,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
2,"GET /GitHub-Mark.png HTTP/1.1 STATUS=200 BYTES=7556 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.4842923581600189,0.6156849563121796,3.8091554641723633,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
3,"GET /bootstrap/img/favicon.ico HTTP/1.1 STATUS=200 BYTES=690 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.4849080741405487,0.6156849563121796,3.765854835510254,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
4,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=328 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15""",command_exec,0.47259458899497986,0.6156849563121796,3.5725555419921875,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
5,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=328 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0,gzip(gfe)""",command_exec,0.5052328705787659,0.6156849563121796,3.241408348083496,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
6,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=305 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0""",command_exec,0.4244627058506012,0.6156849563121796,3.967499256134033,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
7,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=328 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1""",command_exec,0.48909395933151245,0.6156849563121796,3.481494426727295,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
8,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=305 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36""",command_exec,0.4565572738647461,0.6156849563121796,3.5949435234069824,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
9,"GET /domaindata/domainmovement.zip HTTP/1.1 STATUS=200 BYTES=7437792 UA=""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 Edg/94.0.992.47""",command_exec,0.4562941789627075,0.6156849563121796,3.4029762744903564,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
10,"GET /domaindata/domainmovement.zip HTTP/1.1 STATUS=200 BYTES=7437792 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:93.0) Gecko/20100101 Firefox/93.0""",command_exec,0.41921186447143555,0.6156849563121796,4.031211853027344,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
11,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=328 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/94.0.4606.76 Mobile/15E148 Safari/604.1""",command_exec,0.4938108026981354,0.6156849563121796,3.4191043376922607,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
12,"GET /css/style.css HTTP/1.1 STATUS=404 BYTES=328 REF=""http://www.secrepo.com/"" UA=""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36""",command_exec,0.475259393453598,0.6156849563121796,3.5798466205596924,2.5731252253055574,1,unknown,low_confidence+far_from_centroid
